ls_id,dec,ra,elat,elon,glat,glon,mjd_max,mjd_min,ref_id,brickid,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,dec_ivar,dered_flux_g,dered_flux_r,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_flux_z,dered_mag_g,dered_mag_r,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,dered_mag_z,ebv,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,flux_w1,flux_w2,flux_w3,flux_w4,fracdev,fracdev_ivar,fracflux_g,fracflux_r,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracflux_z,fracin_g,fracin_r,fracin_z,fracmasked_g,fracmasked_r,fracmasked_z,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_weight_al,gaia_phot_bp_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_g_mean_flux_over_error,gaia_phot_g_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_rp_mean_mag,galdepth_g,galdepth_r,galdepth_z,g_r,htm9,mag_g,mag_r,mag_w1,mag_w2,mag_w3,mag_w4,mag_z,mw_transmission_g,mw_transmission_r,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,mw_transmission_z,nest4096,objid,parallax,parallax_ivar,pmdec,pmdec_ivar,pmra,pmra_ivar,psfdepth_g,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,psfdepth_r,psfdepth_z,psfsize_g,psfsize_r,psfsize_z,ra_ivar,random_id,rchisq_g,rchisq_r,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,rchisq_z,ref_epoch,ring256,r_z,shapedev_e1,shapedev_e1_ivar,shapedev_e2,shapedev_e2_ivar,shapedev_r,shapedev_r_ivar,shapeexp_e1,shapeexp_e1_ivar,shapeexp_e2,shapeexp_e2_ivar,shapeexp_r,shapeexp_r_ivar,snr_g,snr_r,snr_w1,snr_w2,snr_w3,snr_w4,snr_z,w1_w2,w2_w3,w3_w4,z_w1,allmask_g,allmask_r,allmask_z,anymask_g,anymask_r,anymask_z,brick_primary,gaia_astrometric_n_good_obs_al,gaia_astrometric_n_obs_al,gaia_duplicated_source,gaia_phot_bp_n_obs,gaia_phot_g_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,gaia_pointsource,nobs_g,nobs_r,nobs_w1,nobs_w2,nobs_w3,nobs_w4,nobs_z,release,wisemask_w1,wisemask_w2,brickname,ref_cat,type,wise_coadd_id
8796129080837378,41.4569645841866,214.874900056333,51.0672494410812,191.92184834901,66.9635162583075,77.0483375542241,57920.2679577581,57475.3828703667,1491946878420945408,550211,708.406,1208.84,305279,469556,476653,476841,484274,1.6952e+12,38.5075,84.2097,129.625,89.5042,270.266,76.0583,146.43,18.5361,17.6866,17.2183,17.6204,16.4205,17.7971,17.0859,0.010059,8.0363,17.7457,31.1316,8.0363,17.7457,31.1316,3.95927,0.749765,0.001404,1.9e-05,129.405,89.4105,270.206,76.0519,0.196308,633598,0.000225,0.000268,0.067256,0.170005,0.634895,15.2639,0.000501,0.999597,0.999646,0.811035,0.001993,0.001488,0.002387,13.4538,63.5968,0.004792,NaN,NaN,106.362,20.1684,NaN,NaN,356.563,108.247,90.9233,0.860096,3658787,18.5685,17.7084,17.2201,17.6215,16.4208,17.7972,17.0981,0.970662,0.980142,0.998297,0.998954,0.999777,0.999916,0.988843,43421369,1282,0,0,0,0,0,0,454.4,6.008,1.12571,0.001614,1.9e-05,155.107,176.236,2.27864,1.83773,1.18568,2.96321e+12,19.9648,3.23467,2.22713,6.59836,1.03569,0.785366,0.118126,2.16511,2015.5,133219,0.61027,0.738523,8428.07,-0.244476,11286.9,0.623989,20511,0.114658,351835,0.006752,162850,1.98147,56674.6,285.983,318.298,257.488,77.4196,10.1262,0.334477,548.89,-0.401403,1.20077,-1.37646,-0.122023,0,0,0,0,0,0,1,134,136,1,0,142,0,0,0,3,3,212,211,20,21,4,8001,0,0,2147p415,G2,COMP,2156p408
8796129080839291,41.5646703429611,214.811375811228,51.1345250181258,191.767967102336,66.9474571294456,77.3463158193867,57836.4216822795,57428.5346321766,656267,550211,1363.3,2688.21,748092,1.66408e+06,2.08957e+06,2.05137e+06,2.14014e+06,0,140.534,382.272,962.213,646.251,809.416,1312.92,837.232,17.1305,16.0441,15.0418,15.474,15.2296,14.7044,15.1929,0.0094,14.4458,39.6531,87.5664,14.4458,39.6531,87.5664,2.07809,0.402929,0.000822,1.4e-05,960.681,645.619,809.247,1312.82,0.549205,826751,0.000796,0.000447,0.002208,0.002393,0.034093,0.300079,0.000112,0.99065,0.99099,0.683383,0.017315,0.017565,0.038704,0,0,0,0,0,0,0,0,0,376.324,89.3947,60.9948,1.09634,3658784,17.1608,16.0644,15.0436,15.4751,15.2298,14.7045,15.2043,0.972557,0.98143,0.998408,0.999022,0.999791,0.999921,0.98957,43426870,3195,0,0,0,0,0,0,496.587,6.008,1.12571,0.001614,1.9e-05,118.571,148.034,2.16879,2.07646,0.890049,0,35.2367,8.015,5.27324,237.743,16.3054,0.779647,0.215389,7.96901,0,132195,0.860152,-0.109123,407708,-0.266593,588178,4.02605,33908.8,-0.362733,1.50504e+06,-0.571772,1.82533e+06,5.79645,73850.1,591.296,745.995,1384.88,409.818,23.2053,4.88089,1111.34,-0.431506,0.245262,0.525306,0.160716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,207,206,18,19,2,8001,0,0,2147p415,L2,COMP,2156p408
8796129080839137,41.5512013840188,214.695377565948,51.0778441009146,191.661093683852,67.0282620919236,77.4344166044807,57900.1972832046,57428.5346321766,0,550211,2556,2503.35,10193.2,12438.8,12918.8,12484.9,13075.1,1.91187e+11,2.79698,7.91451,31.6563,20.5416,75.0397,296.538,18.3558,21.3833,20.2539,18.7488,19.2184,17.8118,16.3198,19.3406,0.007845,0.867522,2.47347,5.7763,0.867522,2.47347,5.7763,4.26881,0.808764,0.001374,1.8e-05,31.6143,20.5249,75.0266,296.518,0.208207,33716.6,0.000622,0.000419,0.056341,0.060478,0.171241,1.2157,0.000145,0.982927,0.994748,0.695119,0.01669,0.013491,0.011061,0,0,0,0,0,0,0,0,0,810.093,139.422,60.9948,1.13757,3614736,21.4085,20.2709,18.7503,19.2193,17.812,16.3199,19.3501,0.977045,0.984478,0.998671,0.999184,0.999826,0.999934,0.991288,43426952,3041,0,0,0,0,0,0,1068.24,6.008,1.12571,0.001614,1.9e-05,191.019,148.034,2.15489,1.93518,0.890049,1.87195e+11,27.6677,1.14078,1.04291,2.33048,0.72956,0.481478,0.13147,1.10737,0,132195,0.920856,0.015085,361.418,0.037967,361.418,2e-05,417.718,0.085327,7427.71,-0.000398,3184.94,1.47125,2510.39,51.9642,58.9831,65.3186,18.4583,2.78116,1.24177,83.2747,-0.469007,1.40734,1.49209,0.599777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,209,208,18,18,2,8001,0,0,2147p415,"",COMP,2156p408
8796129080838312,41.5061170890848,214.734126400037,51.0544361927021,191.737841585331,67.0274667436068,77.2970689336512,57920.2679577581,57428.5346321766,0,550211,2157.8,1883.62,1016.54,1264.12,1290.31,1275.59,1304.05,2.18506e+10,0.488147,1.09103,30.9638,30.2798,155.751,-570.447,5.87946,23.2786,22.4054,18.7729,18.7971,17.0189,NaN,20.5767,0.008033,0.154568,0.348156,1.88948,0.154591,0.349124,1.89381,4.38377,0.813118,0.001457,1.8e-05,30.9216,30.2545,155.723,-570.409,0.261281,2823.6,0.052497,0.172744,0.576208,0.356718,0.317304,2.24398,0.068568,1,1,1,0.0338,0.026881,0.016015,0,0,0,0,0,0,0,0,0,930.684,180.122,86.719,0.881639,3658784,23.3044,22.4228,18.7743,18.798,17.0191,NaN,20.5864,0.976502,0.98411,0.99864,0.999164,0.999822,0.999933,0.991081,43426858,2216,0,0,0,0,0,0,1231.02,6.008,1.12571,0.001614,1.9e-05,256.119,194.835,2.11457,1.81862,0.971201,2.00998e+10,56.5723,0.857154,0.855722,2.58141,1.06706,0.682164,0.07837,0.995357,0,132195,1.83642,0.112943,11.322,-0.246182,17.9442,0.200304,497.77,-0.032918,259.2,0.338784,615.703,1.85898,116.489,9.9213,9.32718,64.7421,27.2814,5.944,-2.44805,34.0572,-0.023684,1.77891,NaN,1.81204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,211,210,19,19,3,8001,0,0,2147p415,"",COMP,2156p408
8796129009862806,41.2637987664245,215.086066407255,50.984167855284,192.296508304274,66.9277922776482,76.4168293087171,57836.4216822795,57468.4042361067,0,549128,625.252,1989.87,16386.3,18556,19181.5,19204.9,19401.5,2.25649e+11,4.235,10.8053,28.48,26.9699,172.05,-122.979,21.6594,20.9329,19.9159,18.8636,18.9228,16.9109,NaN,19.1609,0.017176,1.47664,3.83059,7.79523,1.47766,3.8326,7.79783,4.54717,0.860112,0.001565,2e-05,28.3972,26.9218,171.984,-122.961,0.344548,9063.37,0.324905,0.168835,0.596536,0.427878,0.40351,5.62788,0.04406,0.33574,0.993994,0.978309,0.020619,0.016011,0.239286,0,0,0,0,0,0,0,0,0,110.558,65.913,63.1627,1.03498,3658786,20.9881,19.9531,18.8668,18.9247,16.9113,NaN,19.1817,0.950426,0.96633,0.997093,0.998214,0.999619,0.999856,0.981024,43420854,2198,0,0,0,0,0,0,128.391,5.93759,1.12936,0.001697,2e-05,87.4415,109.055,2.88889,2.10277,1.25742,1.91995e+11,80.0724,1.33439,1.46244,9.24036,1.18175,0.554853,0.117737,1.85549,0,134244,0.77141,-0.411622,376.959,0.315504,353.229,0.564031,1261.56,0.046017,3912.12,-0.640156,4216.84,1.73236,1402.4,32.5333,61.2669,60.5545,24.9678,6.80277,-0.54424,120.981,-0.057932,2.01346,NaN,0.314875,0,0,0,0,0,2048,1,0,0,0,0,0,0,0,0,1,2,214,215,20,20,4,8001,0,0,2149p412,"",COMP,2156p408
8796129009862934,41.2712103493942,215.041284047173,50.9731050553439,192.24466228489,66.9528968500034,76.4771209980344,57920.2679577581,57468.4042361067,0,549128,1087.86,2091.22,2404.5,2597.02,2837.84,2782.74,2866.59,3.26745e+10,0.695475,2.04515,22.4911,11.4013,11.056,-416.852,7.48967,22.8943,21.7232,19.12,19.8576,19.891,NaN,20.3138,0.016453,0.244013,0.729054,2.7088,0.244013,0.729054,2.7088,4.56976,0.850315,0.001542,2e-05,22.4285,11.3818,11.0519,-416.795,0.257747,5324.88,0.184402,0.086918,0.297536,0.639852,5.10255,1.15055,0.020267,0.930157,0.988298,0.993166,0.022958,0.01771,0.026655,0,0,0,0,0,0,0,0,0,364.853,106.447,90.1465,1.18837,3658786,22.9472,21.7588,19.123,19.8595,19.8914,NaN,20.3338,0.952462,0.967724,0.997216,0.998289,0.999635,0.999862,0.981816,43420859,2326,0,0,0,0,0,0,474.299,5.93759,1.12936,0.001697,2e-05,152.082,164.371,2.22239,1.84609,1.25742,5.5158e+10,67.4988,0.98627,1.06151,0.979686,0.601858,0.396868,0.158218,1.0453,0,134244,1.42504,0,0,-0,0,0,8.4424,0.612671,958.543,0.276255,824.913,2.18751,137.577,9.60926,15.2674,47.9454,10.4955,0.434004,-1.86954,50.9487,-0.736471,-0.031935,NaN,1.21077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,220,219,20,21,4,8001,0,0,2149p412,"",COMP,2156p408
8796129009796890,41.2163174351472,214.804305962605,50.8339692126591,192.047848007785,67.1339004204924,76.5918211436435,57920.2679577581,57468.4042361067,0,549127,110.377,1338.27,31582.3,35699.8,37285.4,35922.8,37707.2,6.21436e+11,5.30656,25.0821,61.4388,38.7495,188.141,1136.1,58.4338,20.688,19.0016,18.0289,18.5293,16.8138,14.8615,18.0833,0.006525,1.01712,4.83796,11.3358,1.0193,4.84695,11.3544,1.72184,0.344342,0.000728,1.2e-05,61.3709,38.7232,188.114,1136.04,0.814884,277368,0.31254,0.195172,0.635612,0.715441,0.610513,1.08467,0.110871,0.705306,0.710668,0.704769,0.08087,0.082589,0.072874,0,0,0,0,0,0,0,0,0,427.976,124.094,73.3428,1.69322,3658798,20.7089,19.0157,18.0301,18.5301,16.8139,14.8615,18.0912,0.980869,0.987073,0.998895,0.999321,0.999855,0.999945,0.992748,43420608,1818,0,0,0,0,0,0,531.772,6.00887,1.14875,0.001613,1.9e-05,176.455,149.235,2.57529,1.80662,1.13127,5.59171e+11,17.1806,0.851626,1.06637,6.44565,1.37831,0.629757,0.090988,1.25085,0,134243,0.924477,-0.242154,5877.63,0.313266,7980.48,7.73122,126.571,0.391276,242.036,0.075543,373.418,0.285148,11562.6,41.0734,87.4676,80.5302,22.723,5.0745,3.92635,169.215,-0.499977,1.71613,1.95243,0.061148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,213,213,20,20,3,8001,0,0,2146p412,"",COMP,2156p408
8796129080772724,41.4786956731605,214.587323382002,50.9738278939253,191.611220693739,67.1352984363184,77.3866099471125,57920.2679577581,57474.3894907367,0,550210,244.078,1508.13,5286.9,6157.52,6519.38,6353.4,6646.25,9.62301e+10,1.14887,4.96474,25.2371,9.83725,-3.54111,-197.115,12.1683,22.3493,20.7603,18.9949,20.0178,NaN,NaN,19.7869,0.00876,0.385434,1.67977,4.14884,0.385434,1.67977,4.14884,4.37143,0.847609,0.00142,1.9e-05,25.1997,9.82829,-3.54042,-197.101,0.278485,13094.8,0.265111,0.020976,0.712554,1.37055,17.7196,3.23544,0.001459,0.798957,0.777158,0.997804,0.030856,0.058498,0.01564,0,0,0,0,0,0,0,0,0,664.825,124.122,86.8183,1.59825,3614739,22.3775,20.7792,18.9965,20.0188,NaN,NaN,19.7975,0.974401,0.982683,0.998516,0.999089,0.999806,0.999927,0.990276,43426272,2164,0,0,0,0,0,0,861.474,6.1345,1.16322,0.001613,1.9e-05,177.455,194.554,2.22271,1.82932,0.971901,1.20874e+11,35.3496,0.845172,0.993238,7.67161,0.673232,0.986654,0.094857,1.87881,0,133218,0.981691,-0.375996,35.349,0.206915,31.6043,0.169321,2137.83,0.475985,2719.4,-0.147667,1557.16,2.09738,379.633,21.707,37.3693,52.6874,9.04848,-0.133408,-0.848527,69.2983,-1.02229,NaN,NaN,0.80102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,220,219,19,20,3,8001,0,0,2144p415,"",COMP,2136p408
8796129009797910,41.2780174536318,214.658107640996,50.8298671711795,191.848372586596,67.1957422376594,76.8748620108051,57920.2679577581,57474.3894907367,0,549127,1621.65,2184.49,1111.07,1180.45,1262.16,1222.6,1298.65,2.7276e+10,0.397265,1.08248,22.2682,16.8914,59.513,63.8512,7.45192,23.5023,22.4139,19.1308,19.4308,18.0635,17.9871,20.3193,0.007188,0.115094,0.315797,2.18775,0.12523,0.346295,2.25164,3.79187,0.739796,0.001363,1.8e-05,22.2411,16.8788,59.5035,63.8473,0.257449,5051.6,1.74782,1.21673,1.20311,1.50514,1.15924,9.62415,0.172811,0.93816,0.94424,0.963044,0.079324,0.071712,0.086663,0,0,0,0,0,0,0,0,0,661.597,122.199,69.6005,1.09589,3658785,23.5254,22.4295,19.1321,19.4316,18.0636,17.9871,20.328,0.978948,0.98577,0.998783,0.999252,0.99984,0.99994,0.992015,43426055,2838,0,0,0,0,0,0,856.986,6.00887,1.14875,0.001613,1.9e-05,173.553,135.222,2.22852,1.84977,1.18836,2.15615e+10,74.1018,0.798425,0.754446,6.13157,1.15744,0.470808,0.108881,0.846248,0,133218,2.10148,0,0,0,0,0,8.70547,-0.109152,306.746,-0.553546,686.635,3.17188,33.3925,6.4416,7.26649,43.3094,14.5177,2.19667,0.27225,35.3872,-0.299536,1.368,0.076502,1.19592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,218,218,20,20,3,8001,0,0,2146p412,"",COMP,2156p408
8796129151551228,41.7138601500104,214.506633306649,51.1430594327296,191.334252918332,67.060594425561,77.9802145854322,57900.1972832046,57428.5300888721,0,551290,2387.98,1303.12,4703.48,8560.49,9887.12,9928.57,10031.3,9.03798e+10,2.11863,8.0159,74.101,63.4535,355.531,366.387,22.4798,21.6849,20.2401,17.8254,17.9939,16.1228,16.0901,19.1205,0.010847,0.335031,1.28095,3.62671,0.335031,1.28095,3.62671,3.31207,0.651503,0.001215,1.7e-05,73.9649,63.3819,355.446,366.354,0.211652,6075.15,0,0,0.029481,0.021827,0.063252,1.25359,0,0.972522,0.97435,0.974824,0.051305,0.208534,0.035565,0,0,0,0,0,0,0,0,0,718.652,82.2944,107.427,1.45612,3614947,21.7197,20.2636,17.8274,17.9951,16.1231,16.0902,19.1337,0.968401,0.978603,0.998163,0.998872,0.999759,0.999909,0.987975,43426774,1788,0,0,0,0,0,0,978.517,5.9223,1.10652,0.001529,1.8e-05,122.052,234.209,2.07413,1.87913,0.997966,5.38646e+10,20.7724,0.860444,0.757418,11.874,2.32451,0.772441,0.157127,0.871826,0,132194,1.12995,0.070324,169.9,-0.195781,334.249,1.69198,91.9564,-0.263118,8839.4,0.590806,14007.5,3.3067,496.434,27.4963,33.6866,134.609,51.1592,12.3922,1.4958,90.4673,-0.16765,1.87202,0.03282,1.30622,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,4,3,213,213,19,19,4,8001,0,0,2145p417,"",COMP,2143p424
8796129080775432,41.6183051253568,214.584498505301,51.091913604158,191.492746580639,67.062788410351,77.6932392715348,57900.1972832046,57428.5300888721,0,550210,276.448,3426.38,709.839,784.118,826.723,798.732,860.564,1.42457e+10,1.21263,2.97024,8.94092,5.48519,21.6553,-893.708,6.80445,22.2907,21.318,20.1215,20.652,19.1611,NaN,20.418,0.008643,0.210698,0.520418,1.2013,0.210709,0.520426,1.20133,2.77384,0.562038,0.001083,1.6e-05,8.92783,5.48026,21.6512,-893.643,0.162392,9656.94,0.205732,0.082349,1.08269,1.05753,1.38132,1.23458,0.065708,0.89729,0.902712,0.892892,0.130532,0.136134,0.100359,0,0,0,0,0,0,0,0,0,857.522,136.617,84.435,0.98173,3614736,22.3185,21.3367,20.1231,20.653,19.1613,NaN,20.4285,0.97474,0.982913,0.998536,0.999101,0.999808,0.999928,0.990406,43426652,4872,0,0,0,0,0,0,1177.09,6.1345,1.16322,0.001613,1.9e-05,188.143,189.502,2.00465,1.92545,0.974657,1.40669e+10,82.8446,0.792892,0.796272,1.16957,0.453535,0.574129,0.088761,0.853464,0,132194,0.908247,-0,0,-0,0,0,7.03096,0.242713,475.941,0.192384,374.037,4.01298,23.8908,14.598,14.324,14.8692,4.10851,0.712377,-3.52841,23.1714,-0.529863,1.4917,NaN,0.305349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,208,210,19,18,3,8001,0,0,2144p415,"",COMP,2136p408
8796129151550040,41.6550140354429,214.481279695341,51.0829868288423,191.35748221738,67.1082326148082,77.8790388097458,57900.1972832046,57428.5300888721,1492132012987684352,551290,2648.81,494.756,50596.3,52194.5,52703.7,52209.4,53263.8,8.00786e+12,8.57094,24.5331,36.01,24.5276,102.265,-1942.34,41.1026,20.1674,19.0256,18.6089,19.0259,17.4757,NaN,18.4653,0.010434,2.6033,7.52708,12.727,2.60357,7.52809,12.7294,2.2406,0.425169,0.000803,1.2e-05,35.9464,24.501,102.241,-1942.17,0.624463,188201,0.071395,0.065309,20.9736,22.1691,36.7237,12.8143,0.043158,0.821885,0.820099,0.612454,0.089138,0.086167,0.073432,10.6034,55.307,0.005616,14.6982,20.55,113.305,20.692,26.0067,19.1477,718.652,116.63,78.4526,1.15276,3614944,20.201,19.0482,18.6109,19.027,17.4759,NaN,18.478,0.969587,0.97941,0.998233,0.998915,0.999768,0.999913,0.98843,43426757,600,-2.84565,0.366411,1.32322,0.176501,-3.25056,0.239768,978.517,5.9223,1.10652,0.001529,1.8e-05,163.815,166.573,2.07413,1.87913,1.02702,1.04883e+13,30.2228,0.895376,1.01906,8.65677,1.25821,0.548194,0.114095,1.06979,2015.5,132194,0.570244,0.27879,2944.09,-0.253008,2689.59,8.5936,229.737,-0.081654,1065.58,0.190799,1238.77,0.231732,28624.1,99.2464,111.503,53.8068,15.9759,2.89782,-6.68558,176.324,-0.416176,1.5511,NaN,-0.1329,0,0,0,0,0,0,1,297,299,0,29,301,32,0,0,4,3,214,214,19,18,3,8001,0,0,2145p417,G2,COMP,2143p424
8796129151484851,41.6792730673293,214.295719577587,51.0312823330204,191.149253722543,67.2117570626232,78.1246084048932,57900.1972832046,57428.5300888721,0,551289,1125.63,827.936,23287.7,34732.6,35773.3,34755.2,36138.5,2.3877e+11,6.50561,20.1706,42.3719,27.0835,-6.56815,310.776,40.6059,20.4668,19.2382,18.4323,18.9182,NaN,16.2689,18.4785,0.011018,1.13375,3.55279,7.22178,1.13375,3.55279,7.22178,3.47056,0.670788,0.001236,1.7e-05,42.2929,27.0524,-6.56654,310.747,0.128393,186062,0.001315,0.001026,0.090895,0.067407,4.39236,2.89548,0.001645,0.99816,0.998318,0.997349,0.016617,0.014847,0.009318,0,0,0,0,0,0,0,0,0,805.662,148.947,76.3083,1.24013,3614946,20.5022,19.2621,18.4343,18.9195,NaN,16.269,18.4919,0.96791,0.978269,0.998134,0.998854,0.999755,0.999908,0.987786,43428103,947,0,0,0,0,0,0,1078.32,6.0402,1.14444,0.001694,2e-05,202.582,159.93,2.19854,2.02093,1.04069,2.40526e+11,11.177,1.15807,0.902353,2.76457,0.78559,0.561984,0.108108,1.02076,0,131169,0.770187,0.311699,23.4382,0.038337,25.7375,0.109019,4892,0.020742,24456.6,-0.016938,15742.4,2.29548,3732.71,85.3563,107.669,78.7892,22.1564,-0.230888,1.28838,131.65,-0.485151,NaN,NaN,0.057539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,215,214,19,19,3,8001,0,0,2142p417,"",COMP,2143p424
8796129151486991,41.8090808103689,214.271596116027,51.1324904528931,191.016730473922,67.1560822669515,78.4305479874712,57836.4216822795,57428.5300888721,0,551289,1374.05,2611.4,9020.75,9074.5,9159.55,9081.43,9315.23,3.15305e+11,0.949473,3.2048,7.59,0.998182,28.8512,91.0886,14.2609,22.5563,21.2355,20.2994,22.502,18.8496,17.6013,19.6146,0.012216,0.40907,1.39714,6.28417,0.40907,1.39714,6.28417,3.47895,0.652501,0.001325,1.8e-05,7.57431,0.996914,28.8434,91.0793,0.552696,17343.9,0.043299,0.020186,1.06411,5.58805,1.35953,6.20175,0.005098,0.899166,0.900266,0.888321,0.083809,0.073298,0.045684,0,0,0,0,0,0,0,0,0,373.202,102.496,79.5801,1.33361,3614957,22.5956,21.2619,20.3016,22.5034,18.8499,17.6014,19.6294,0.964485,0.975936,0.997932,0.998729,0.999729,0.999898,0.986467,43428245,3087,0,0,0,0,0,0,506.047,6.0402,1.14444,0.001694,2e-05,134.445,169.352,2.30959,2.20851,1.02698,3.15617e+11,54.3875,0.747397,0.873374,2.15734,0.639765,0.431491,0.13551,1.73189,0,131169,1.63252,0.461128,671.365,-0.563909,596.409,4.28253,23.1639,0,0,0,0,0,15.736,13.3668,23.2352,14.1276,0.805283,1.0501,0.385432,92.8726,-2.20171,3.65347,1.24843,-0.672215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,207,208,21,21,3,8001,0,0,2142p417,"",COMP,2143p424
8796129151485586,41.7213725924995,214.322726247985,51.0777125902098,191.141592241716,67.1719571200966,78.1875294059107,57900.1972832046,57428.5300888721,0,551289,849.094,1406.66,154323,231748,248831,234162,252915,2.28877e+12,32.8693,72.9972,118.698,92.7845,399.729,1113.49,129.447,18.708,17.8417,17.3139,17.5813,15.9956,14.8833,17.2198,0.012371,5.27373,11.8529,21.2486,5.27373,11.8529,21.2486,2.83125,0.552513,0.001136,1.7e-05,118.449,92.6651,399.619,1113.37,0.284674,690906,0.00648,0.004051,0.028305,0.025086,0.117004,0.456393,0.001921,0.996682,0.996915,0.997708,0.019448,0.019086,0.017294,0,0,0,0,0,0,0,0,0,717.174,115.477,76.3083,0.879267,3614946,18.7478,17.8685,17.3162,17.5827,15.9959,14.8834,17.2348,0.964042,0.975634,0.997906,0.998713,0.999725,0.999896,0.986297,43428124,1682,0,0,0,0,0,0,977.99,6.0402,1.14444,0.001694,2e-05,161.752,159.93,2.07468,1.89108,1.04069,1.56058e+12,7.74158,4.60905,1.16806,12.917,2.4266,0.717358,0.13067,2.36483,0,131169,0.633762,-0.350858,14258.4,-0.482697,14097.4,0.868319,16600.4,0.030401,79810.8,0.04604,108740,3.50996,6207.85,282.381,244.143,199.307,68.8791,13.4708,4.57863,337.349,-0.266542,1.58683,1.11249,-0.081413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,212,212,20,20,3,8001,0,0,2142p417,"",COMP,2143p424
8796129151485466,41.713009585274,214.255711044655,51.0444266299161,191.080707377893,67.2184744530337,78.2396658825628,57900.1972832046,57428.5300888721,0,551289,1536.35,1291.27,11684.2,12407.5,12817.1,12451.1,12966.3,2.38001e+11,2.06814,9.32239,38.6549,26.6488,51.7982,134.191,22.7084,21.7111,20.0762,18.532,18.9358,18.2142,17.1807,19.1095,0.011441,0.544406,2.48126,6.10516,0.544406,2.48126,6.10516,2.32952,0.453285,0.000916,1.4e-05,38.58,26.617,51.7851,134.178,0.738724,53258,0,0,0.070618,0.094145,0.633281,5.13247,0,0.739748,0.74053,0.732566,0.084359,0.079106,0.058882,0,0,0,0,0,0,0,0,0,805.662,148.947,76.3083,1.64687,3614946,21.7478,20.101,18.5341,18.9371,18.2145,17.1808,19.1234,0.966699,0.977444,0.998063,0.99881,0.999746,0.999904,0.98732,43428135,1562,0,0,0,0,0,0,1078.32,6.0402,1.14444,0.001694,2e-05,202.582,159.93,2.19854,2.02093,1.04069,2.45527e+11,46.0048,0.83996,0.941288,3.04357,0.9035,0.496031,0.117765,1.13307,0,131169,0.977564,0.504503,1957.75,0.099336,849.94,6.4976,26.9726,-0.140314,128.403,-0.041728,70.523,0.165083,4351.4,27.7513,52.233,58.8838,17.9203,1.56737,0.497719,91.1758,-0.403006,0.72261,1.03369,0.589294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,212,213,20,20,3,8001,0,0,2142p417,"",COMP,2143p424
